NYT19980402.0453	e22	e26	OVERLAP
NYT19980402.0453	e26	e31	BEFORE-OR-OVERLAP
NYT19980402.0453	e31	e38	OVERLAP
NYT19980402.0453	e38	e42	VAGUE
NYT19980402.0453	e42	e45	OVERLAP
NYT19980402.0453	e45	e49	OVERLAP
PRI19980303.2000.2550	e1	e4	AFTER
PRI19980303.2000.2550	e4	e6	AFTER
PRI19980303.2000.2550	e6	e9	AFTER
PRI19980303.2000.2550	e10	e21	BEFORE
PRI19980303.2000.2550	e21	e24	BEFORE
PRI19980303.2000.2550	e24	e27	BEFORE
PRI19980303.2000.2550	e27	e29	OVERLAP
PRI19980303.2000.2550	e29	e32	BEFORE
PRI19980303.2000.2550	e32	e35	OVERLAP
PRI19980303.2000.2550	e35	e37	BEFORE
PRI19980303.2000.2550	e37	e38	BEFORE
PRI19980303.2000.2550	e38	e42	OVERLAP
PRI19980303.2000.2550	e50	e57	VAGUE
PRI19980303.2000.2550	e57	e59	OVERLAP
PRI19980303.2000.2550	e59	e66	OVERLAP
PRI19980303.2000.2550	e66	e67	OVERLAP
PRI19980303.2000.2550	e67	e71	OVERLAP
PRI19980303.2000.2550	e71	e74	OVERLAP
wsj_0032	e1	e5	BEFORE
wsj_0032	e5	e7	OVERLAP
wsj_0032	e7	e9	OVERLAP
wsj_0106	e1	e6	OVERLAP
wsj_0106	e6	e7	OVERLAP
wsj_0106	e7	e14	OVERLAP
wsj_0106	e14	e17	OVERLAP
wsj_0520	e2	e6	OVERLAP
wsj_0520	e6	e11	BEFORE
wsj_0520	e11	e14	OVERLAP
wsj_0520	e14	e16	BEFORE
wsj_0520	e16	e18	AFTER
wsj_0520	e18	e21	BEFORE
wsj_0520	e21	e25	BEFORE
wsj_0520	e25	e28	OVERLAP
wsj_0520	e28	e30	OVERLAP
wsj_0520	e30	e36	AFTER
wsj_0520	e36	e40	BEFORE
wsj_0520	e40	e41	BEFORE
wsj_0520	e41	e45	OVERLAP
wsj_0781	e1	e7	OVERLAP
wsj_0781	e7	e13	OVERLAP
wsj_0781	e13	e16	BEFORE
wsj_0781	e16	e22	BEFORE
wsj_0781	e22	e25	OVERLAP
wsj_0781	e25	e26	VAGUE
wsj_0781	e26	e30	OVERLAP
wsj_0781	e30	e31	OVERLAP
wsj_0781	e31	e35	OVERLAP
wsj_0781	e35	e38	OVERLAP
wsj_0781	e44	e47	BEFORE
wsj_0781	e47	e49	OVERLAP
wsj_0781	e49	e54	OVERLAP
wsj_0781	e54	e56	OVERLAP
wsj_0781	e56	e58	OVERLAP
wsj_0781	e58	e61	BEFORE-OR-OVERLAP
wsj_0781	e61	e62	OVERLAP
wsj_0781	e62	e65	OVERLAP
wsj_0781	e65	e73	OVERLAP
wsj_0781	e78	e81	BEFORE
wsj_0781	e81	e87	OVERLAP
wsj_0781	e87	e91	OVERLAP
wsj_0781	e91	e94	VAGUE
wsj_0781	e94	e96	BEFORE
wsj_0781	e129	e132	AFTER
wsj_0781	e132	e134	OVERLAP
wsj_0791	e1	e4	AFTER
wsj_0791	e4	e9	BEFORE
wsj_0791	e9	e10	BEFORE
wsj_0791	e10	e12	BEFORE
wsj_0791	e12	e19	BEFORE-OR-OVERLAP
wsj_0791	e19	e20	OVERLAP
wsj_0791	e20	e22	BEFORE
wsj_0791	e22	e23	BEFORE
wsj_0791	e23	e26	BEFORE
wsj_0798	e1	e8	BEFORE
wsj_0798	e8	e9	OVERLAP
wsj_0798	e14	e15	BEFORE
wsj_0798	e15	e16	OVERLAP
wsj_0798	e23	e26	AFTER
wsj_0798	e26	e28	BEFORE
APW19980807.0261.tml	e1	e4	BEFORE
APW19980807.0261.tml	e4	e5	OVERLAP
APW19980807.0261.tml	e5	e8	OVERLAP
APW19980808.0022.tml	e1	e5	OVERLAP
APW19980808.0022.tml	e5	e10	OVERLAP
APW19980808.0022.tml	e10	e29	VAGUE
APW19980808.0022.tml	e29	e16	OVERLAP
APW19980808.0022.tml	e16	e17	OVERLAP
APW19980808.0022.tml	e17	e33	AFTER
APW19980808.0022.tml	e33	e23	OVERLAP
APW19980809.0700.tml	e1	e4	BEFORE-OR-OVERLAP
APW19990312.0251.tml	e1	e4	BEFORE
APW19990312.0251.tml	e4	e7	BEFORE
APW19990312.0251.tml	e7	e9	BEFORE
APW19990312.0251.tml	e9	e11	OVERLAP
APW19990312.0251.tml	e11	e13	BEFORE
APW19990312.0251.tml	e13	e16	BEFORE
APW19990312.0251.tml	e16	e18	BEFORE
APW19990312.0251.tml	e18	e19	OVERLAP
APW19990312.0251.tml	e28	e31	OVERLAP
APW19990312.0251.tml	e33	e34	BEFORE
APW19990312.0251.tml	e34	e35	AFTER
APW19990312.0251.tml	e35	e36	BEFORE
APW19990312.0251.tml	e36	e39	OVERLAP
APW19990312.0251.tml	e45	e51	OVERLAP
APW19990312.0251.tml	e51	e52	AFTER
APW19990312.0251.tml	e53	e54	OVERLAP
APW19990312.0251.tml	e68	e73	OVERLAP
APW19990312.0251.tml	e73	e79	OVERLAP
NYT19981026.0446.tml	e4	e7	OVERLAP
NYT19981026.0446.tml	e7	e11	OVERLAP
NYT19981026.0446.tml	e11	e13	OVERLAP
NYT19981026.0446.tml	e13	e15	BEFORE
NYT19981026.0446.tml	e15	e17	BEFORE
NYT19981026.0446.tml	e17	e21	OVERLAP
NYT19981026.0446.tml	e21	e25	VAGUE
NYT19981026.0446.tml	e25	e27	OVERLAP
NYT19981026.0446.tml	e27	e32	OVERLAP
NYT19981026.0446.tml	e32	e40	OVERLAP
NYT19981026.0446.tml	e40	e45	AFTER
NYT19981026.0446.tml	e45	e48	BEFORE
NYT19981026.0446.tml	e48	e53	OVERLAP
NYT19981026.0446.tml	e66	e75	OVERLAP
NYT19981026.0446.tml	e75	e76	OVERLAP
NYT19981026.0446.tml	e92	e94	BEFORE
NYT19981026.0446.tml	e94	e95	BEFORE
NYT19981026.0446.tml	e95	e96	BEFORE
NYT19981026.0446.tml	e96	e100	BEFORE
NYT19981026.0446.tml	e100	e108	BEFORE-OR-OVERLAP
NYT19981026.0446.tml	e108	e111	BEFORE
NYT19981026.0446.tml	e123	e131	BEFORE
NYT20000113.0267.tml	e1	e2	OVERLAP
NYT20000113.0267.tml	e6	e9	VAGUE
NYT20000113.0267.tml	e9	e10	OVERLAP
NYT20000113.0267.tml	e10	e13	OVERLAP
NYT20000113.0267.tml	e20	e22	BEFORE-OR-OVERLAP
NYT20000113.0267.tml	e22	e25	BEFORE
NYT20000113.0267.tml	e25	e26	OVERLAP
NYT20000113.0267.tml	e26	e71	OVERLAP
NYT20000113.0267.tml	e71	e72	OVERLAP
NYT20000113.0267.tml	e73	e33	OVERLAP
NYT20000406.0002.tml	e12	e13	OVERLAP
NYT20000406.0002.tml	e13	e17	AFTER
NYT20000406.0002.tml	e17	e21	AFTER
NYT20000406.0002.tml	e31	e36	OVERLAP
NYT20000406.0002.tml	e36	e37	OVERLAP
NYT20000406.0002.tml	e37	e41	OVERLAP
NYT20000406.0002.tml	e51	e52	OVERLAP
XIE19990313.0173.tml	e5	e8	OVERLAP
XIE19990313.0173.tml	e8	e12	OVERLAP
XIE19990313.0173.tml	e12	e17	BEFORE
XIE19990313.0173.tml	e17	e22	BEFORE
XIE19990313.0173.tml	e22	e23	BEFORE
XIE19990313.0173.tml	e23	e29	BEFORE
XIE19990313.0173.tml	e29	e32	BEFORE
