b0717	68	6	timex3	t180	1
b0717	68	7	timex3	t180	1
a0465	0	9	timex3	t204	1
a0465	0	10	timex3	t204	1
a0417	0	38	timex3	t46	1
a0478	3	39	timex3	t47	1
a0465	6	4	timex3	t185	1
a0465	6	5	timex3	t185	1
a0465	6	6	timex3	t185	1
wsj_0586	27	12	timex3	t236	1
wsj_0586	27	13	timex3	t236	1
wsj_0586	27	14	timex3	t236	1
wsj_0586	27	5	timex3	t50	1
WSJ900813-0157	6	31	timex3	t51	1
ea980120.1830.0456	4	3	timex3	t52	1
wsj_0527	1	6	timex3	t53	1
wsj_0527	9	4	timex3	t232	1
wsj_0527	9	5	timex3	t232	1
wsj_0527	9	6	timex3	t232	1
b0717	52	15	timex3	t188	1
b0717	52	16	timex3	t188	1
APW19980306.1001	17	4	timex3	t56	1
a0478	6	28	timex3	t57	1
a0478	6	25	timex3	t58	1
a0465	1	29	timex3	t168	1
a0465	1	30	timex3	t168	1
APW19980306.1001	6	10	timex3	t60	1
WSJ900813-0157	57	35	timex3	t190	1
WSJ900813-0157	57	36	timex3	t190	1
wsj_0586	30	13	timex3	t62	1
WSJ900813-0157	57	1	timex3	t192	1
WSJ900813-0157	57	2	timex3	t192	1
b0717	61	19	timex3	t64	1
wsj_0527	0	44	timex3	t65	1
a0417	15	9	timex3	t221	1
a0417	15	10	timex3	t221	1
a0417	21	33	timex3	t195	1
a0417	21	34	timex3	t195	1
a0417	21	35	timex3	t195	1
b0717	57	7	timex3	t68	1
wsj_0586	21	1	timex3	t69	1
b0717	34	32	timex3	t70	1
b0717	34	38	timex3	t196	1
b0717	34	39	timex3	t196	1
a0417	7	62	timex3	t234	1
a0417	7	63	timex3	t234	1
a0417	7	64	timex3	t234	1
b0717	34	17	timex3	t73	1
wsj_0073	0	31	timex3	t181	1
wsj_0073	0	32	timex3	t181	1
wsj_0586	20	5	timex3	t75	1
b0717	44	3	timex3	t76	1
a0413	20	11	timex3	t198	1
a0413	20	12	timex3	t198	1
b0717	58	17	timex3	t199	1
b0717	58	18	timex3	t199	1
APW19980306.1001	23	10	timex3	t200	1
APW19980306.1001	23	11	timex3	t200	1
WSJ900813-0157	18	1	timex3	t80	1
WSJ900813-0157	59	36	timex3	t81	1
a0413	20	5	timex3	t82	1
a0417	8	14	timex3	t201	1
a0417	8	15	timex3	t201	1
VOA19980501.1800.0355	0	15	timex3	t202	1
VOA19980501.1800.0355	0	16	timex3	t202	1
a0465	10	8	timex3	t85	1
APW19980306.1001	0	20	timex3	t86	1
APW19980306.1001	0	23	timex3	t205	1
APW19980306.1001	0	24	timex3	t205	1
a0465	8	1	timex3	t88	1
a0413	17	8	timex3	t233	1
a0413	17	9	timex3	t233	1
a0413	17	10	timex3	t233	1
b0717	10	9	timex3	t90	1
wsj_0586	23	23	timex3	t91	1
b0717	11	1	timex3	t92	1
wsj_0586	24	15	timex3	t93	1
wsj_0586	24	13	timex3	t94	1
a0478	1	14	timex3	t95	1
b0717	37	10	timex3	t96	1
b0717	37	15	timex3	t207	1
b0717	37	16	timex3	t207	1
a0478	2	19	timex3	t208	1
a0478	2	20	timex3	t208	1
WSJ900813-0157	1	3	timex3	t99	1
b0717	26	7	timex3	t100	1
b0717	62	29	timex3	t216	1
b0717	62	30	timex3	t216	1
wsj_0527	2	9	timex3	t217	1
wsj_0527	2	10	timex3	t217	1
WSJ900813-0157	21	3	timex3	t103	1
b0717	4	18	timex3	t104	1
VOA19980501.1800.0355	1	8	timex3	t105	1
b0717	55	4	timex3	t106	1
wsj_0505	1	7	timex3	t107	1
b0717	69	15	timex3	t108	1
a0417	18	10	timex3	t212	1
a0417	18	11	timex3	t212	1
APW19980306.1001	19	19	timex3	t110	1
b0717	38	6	timex3	t111	1
b0717	46	9	timex3	t112	1
wsj_0586	31	21	timex3	t213	1
wsj_0586	31	22	timex3	t213	1
a0478	19	10	timex3	t214	1
a0478	19	11	timex3	t214	1
b0717	18	13	timex3	t115	1
wsj_0586	35	19	timex3	t171	1
wsj_0586	35	20	timex3	t171	1
b0717	54	18	timex3	t117	1
APW19980306.1001	22	6	timex3	t118	1
wsj_0527	5	29	timex3	t218	1
wsj_0527	5	30	timex3	t218	1
wsj_0527	5	31	timex3	t218	1
wsj_0586	25	21	timex3	t220	1
wsj_0586	25	22	timex3	t220	1
wsj_0527	9	14	timex3	t223	1
wsj_0527	9	15	timex3	t223	1
wsj_0527	9	16	timex3	t223	1
wsj_0586	10	15	timex3	t122	1
WSJ900813-0157	50	2	timex3	t224	1
WSJ900813-0157	50	3	timex3	t224	1
WSJ900813-0157	2	12	timex3	t225	1
WSJ900813-0157	2	13	timex3	t225	1
a0413	19	19	timex3	t125	1
a0413	19	10	timex3	t126	1
WSJ900813-0157	17	4	timex3	t127	1
wsj_0586	27	19	timex3	t210	1
wsj_0586	27	20	timex3	t210	1
b0717	63	3	timex3	t129	1
b0717	63	9	timex3	t130	1
WSJ900813-0157	38	19	timex3	t131	1
a0417	10	4	timex3	t132	1
b0717	34	41	timex3	t133	1
b0717	33	14	timex3	t134	1
APW19980306.1001	6	21	timex3	t237	1
APW19980306.1001	6	22	timex3	t237	1
APW19980306.1001	6	23	timex3	t237	1
b0717	43	23	timex3	t136	1
a0478	6	15	timex3	t137	1
wsj_0471	2	0	timex3	t231	1
wsj_0471	2	1	timex3	t231	1
wsj_0471	2	2	timex3	t231	1
b0717	61	28	timex3	t139	1
a0413	1	46	timex3	t140	1
wsj_0527	8	11	timex3	t238	1
wsj_0527	8	12	timex3	t238	1
wsj_0527	8	13	timex3	t238	1
wsj_0586	12	43	timex3	t191	1
wsj_0586	12	44	timex3	t191	1
ea980120.1830.0456	1	9	timex3	t143	1
ea980120.1830.0456	0	3	timex3	t144	1
APW19980306.1001	9	23	timex3	t145	1
b0717	6	1	timex3	t146	1
b0717	63	19	timex3	t147	1
a0478	7	31	timex3	t230	1
a0478	7	32	timex3	t230	1
a0478	7	33	timex3	t230	1
wsj_0586	26	3	timex3	t149	1
wsj_0505	5	5	timex3	t150	1
wsj_0505	5	6	timex3	t150	1
wsj_0505	3	10	timex3	t153	1
wsj_0505	3	11	timex3	t153	1
wsj_0586	44	4	timex3	t163	1
wsj_0586	44	5	timex3	t163	1
APW19980306.1001	13	23	timex3	t167	1
APW19980306.1001	13	24	timex3	t167	1
b0717	4	5	timex3	t175	1
b0717	4	6	timex3	t175	1
wsj_0073	3	5	timex3	t182	1
wsj_0073	3	6	timex3	t182	1
APW19980306.1001	6	34	timex3	t186	1
APW19980306.1001	6	35	timex3	t186	1
a0417	3	14	timex3	t189	1
a0417	3	15	timex3	t189	1
a0417	7	21	timex3	t203	1
a0417	7	22	timex3	t203	1
wsj_0586	4	22	timex3	t206	1
wsj_0586	4	23	timex3	t206	1
wsj_0527	0	32	timex3	t209	1
wsj_0527	0	33	timex3	t209	1
a0417	5	43	timex3	t219	1
a0417	5	44	timex3	t219	1
a0465	2	3	timex3	t228	1
a0465	2	4	timex3	t228	1
